CochleariaID	AthalianaID	orthologyEvidence	Athaliana_description
g9720.t1	AT5G65260.1	no orthogroup BLAST	Note=RNA-binding (RRM/RBD/RNP motifs) family protein: conf_class=2: computational_description=RNA-binding (RRM/RBD/RNP motifs) family protein: conf_rating=****: symbol=PABN3: curator_summary=None: 
g9721.t1	AT5G65250.1	1-2-1 orthogroup	Note=None: conf_class=2: computational_description=transmembrane protein: conf_rating=****: symbol=None: curator_summary=None: 
g9722.t1	AT5G65220.1	1-2-1 orthogroup	Note=Ribosomal L29 family protein : computational_description=Ribosomal L29 family protein: conf_class=2: conf_rating=****: symbol=PRPL29: curator_summary=None: 
g9723.t1	AT5G65165.1	1-2-1 orthogroup	Note=succinate dehydrogenase 2-3: curator_summary=One of three isoforms of the iron-sulfur component of the succinate dehydrogenase complex, a component of the mitochondrial respiratory chain complex II. The product of the nuclear encoded gene is imported into the mitochondrion.  Transcripts appear during seed maturation, persist through desiccation, are abundant in dry seeds, and markedly decline during germination.: symbol=SDH2-3: full_name=succinate dehydrogenase 2-3: computational_description=succinate dehydrogenase 2-3: conf_class=1: conf_rating=*****: 
g9724.t1	AT5G65140.1	1-2-1 orthogroup	Note=Haloacid dehalogenase-like hydrolase (HAD) superfamily protein: symbol=TPPJ: full_name=trehalose-6-phosphate phosphatase J: computational_description=Haloacid dehalogenase-like hydrolase (HAD) superfamily protein: conf_class=2: conf_rating=****: curator_summary=None: 
g9725.t1	AT5G65110.1	1-2-1 orthogroup	Note=acyl-CoA oxidase 2: curator_summary=Encodes an acyl-CoA oxidase presumably involved in long chain fatty acid biosynthesis.: symbol=ACX2: full_name=acyl-CoA oxidase 2: computational_description=acyl-CoA oxidase 2: conf_class=2: conf_rating=****: 
g9726.t1	AT3G48205.2	no orthogroup BLAST	Note=None: curator_summary=Encodes a Plant thionin family protein: conf_class=8: computational_description=plant thionin family protein: conf_rating=*: symbol=None: 
g9727.t1	AT5G65060.1	within orthogroup RBH	Note=K-box region and MADS-box transcription factor family protein : curator_summary=MADS domain protein - flowering regulator that is closely related to FLC: symbol=MAF3: full_name=MADS AFFECTING FLOWERING 3: computational_description=K-box region and MADS-box transcription factor family protein: conf_class=1: conf_rating=*****: conf_class=2: conf_rating=****: 
g9728.t1	AT5G42905.1	no orthogroup BLAST	Note=Polynucleotidyl transferase, ribonuclease H-like superfamily protein: conf_class=9: computational_description=Polynucleotidyl transferase, ribonuclease H-like superfamily protein: conf_rating=*: symbol=None: curator_summary=None: 
g9729.t1	AT5G65000.1	1-2-1 orthogroup	Note=Nucleotide-sugar transporter family protein: curator_summary=Encodes an ER-localized facilitator of UDP-N-acetylglucosamine (UDP-GlcNAc) and UDP-N-acetylgalactosamine (UDP-GalNAc) transport.  It also regulates the cytokinin signal in meristematic cells through modulating activity of cytokinin oxidases/dehydrogenases. Finally, it is an important part of the ER quality control system, which determines the fate of aberrant proteins in the secretory pathway.: computational_description=Nucleotide-sugar transporter family protein: conf_class=2: conf_rating=****: symbol=ROCK1: 
g9730.t1	AT5G64960.1	within orthogroup BLAST	Note=cyclin dependent kinase group C2: curator_summary=Encodes CDKC2, part of a CDKC kinase complex that is targeted by Cauliflower mosaic virus (CaMV) for transcriptional activation of viral genes.  Also regulates plant growth and development. Co-localizes with spliceosomal components in a manner dependent on the transcriptional status of the cells and on CDKC2-kinase activity. Expression of CDKC2 modifies the location of spliceosomal components.: symbol=CDKC2: full_name=cyclin dependent kinase group C2: computational_description=cyclin dependent kinase group C2: conf_class=2: conf_rating=****: 
g9731.t1	AT5G64940.1	1-2-1 orthogroup	Note=ABC2 homolog 13: curator_summary=ABC1K8 is a member of an atypical protein kinase family that is induced by heavy metals. Loss of function mutations affect the metabolic profile of chloroplast lipids. It appears to function along with ABC1K7 in mediating lipid membrane changes in response to stress. The mRNA is cell-to-cell mobile.: symbol=ATH13: full_name=ABC2 homolog 13: computational_description=ABC2 homolog 13: conf_class=2: conf_rating=****: 
g9732.t1	AT5G64920.1	1-2-1 orthogroup	Note=COP1-interacting protein 8: curator_summary=Encodes a RING-H2 protein that interacts with the RING finger domain of COP1. CIP8 exhibits a strong interaction with the E2 ubiquitin conjugating enzyme AtUBC8 through its N-terminal domain and promotes ubiquitination in an E2-dependent fashion in vitro.  It is possible that the AtUBC8-CIP8 module might interact with COP1 in vivo, thereby participating in proteasome-mediated degradation of HY5.: symbol=CIP8: full_name=COP1-interacting protein 8: computational_description=COP1-interacting protein 8: conf_class=1: conf_rating=*****: 
g9733.t1	AT5G64900.1	within orthogroup BLAST	Note=precursor of peptide 1: curator_summary=Encodes a putative 92-aa protein that is the precursor of AtPep1, a 23-aa peptide which activates transcription of the defensive gene defensin (PDF1.2) and activates the synthesis of H2O2, both being components of the innate immune response.: symbol=PROPEP1: full_name=precursor of peptide 1: computational_description=precursor of peptide 1: conf_class=3: conf_rating=****: 
g9734.t1	AT5G64880.1	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=transmembrane protein: conf_rating=*****: symbol=None: curator_summary=None: 
g9735.t1	AT5G64870.1	no orthogroup RBH	Note=SPFH/Band 7/PHB domain-containing membrane-associated protein family: computational_description=SPFH/Band 7/PHB domain-containing membrane-associated protein family: conf_class=2: conf_rating=****: symbol=FLOT3: curator_summary=Belongs to the group of plant flotillins, which are plasma membrane proteins. Flot3 is found in membrane nanodomains.: 
g9736.t1	AT5G22890.1	no orthogroup BLAST	Note=C2H2 and C2HC zinc fingers superfamily protein: curator_summary=An unique homologue of STOP1 (AT1G34370) in Arabidopsis genome. Transformation to the stop1-mutant activated several genes that are regulated by STOP1, and conferred proton sensitive phenotype.: computational_description=C2H2 and C2HC zinc fingers superfamily protein: conf_class=1: conf_rating=*****: symbol=STOP2: 
g9737.t1	AT4G13320.1	no orthogroup BLAST	Note=None: conf_class=1: computational_description=hypothetical protein: conf_rating=*****: symbol=None: curator_summary=None: 
g9738.t1	AT5G10010.1	no orthogroup BLAST	Note=None: computational_description=myosin-H heavy protein: conf_class=2: conf_rating=****: symbol=HIT4: curator_summary=None: 
g9739.t2	AT5G10010.1	no orthogroup BLAST	Note=None: computational_description=myosin-H heavy protein: conf_class=2: conf_rating=****: symbol=HIT4: curator_summary=None: 
g9740.t1	AT5G64860.1	1-2-1 orthogroup	Note=disproportionating enzyme: curator_summary=Encodes a maltotriose-metabolizing enzyme with chloroplastic α-1,4-glucanotransferase activity. Mutant has altered starch degradation.: symbol=DPE1: full_name=disproportionating enzyme: computational_description=disproportionating enzyme: conf_class=2: conf_rating=****: 
g9741.t1	AT5G64840.1	within orthogroup RBH	Note=general control non-repressible 5: curator_summary=ABCF5 is one of five members of the ABCF gene family in Arabidopsis, which are homologs of the yeast ABCF protein GCN20.: symbol=ABCF5: full_name=ATP-binding cassette F5: computational_description=general control non-repressible 5: conf_class=2: conf_rating=****: 
g9742.t1	AT5G64830.1	1-2-1 orthogroup	Note=programmed cell death 2 C-terminal domain-containing protein: conf_class=2: computational_description=programmed cell death 2 C-terminal domain-containing protein: conf_rating=****: symbol=None: curator_summary=None: conf_class=1: conf_rating=*****: 
g9743.t1	AT5G64820.1	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=transmembrane protein: conf_rating=*****: symbol=None: curator_summary=None: 
g9744.t1	AT5G64816.3	1-2-1 orthogroup	Note=None: conf_class=2: computational_description=thionin-like protein: conf_rating=****: symbol=None: curator_summary=Thionin-like gene.: 
g9745.t1	AT5G64813.1	within orthogroup RBH	Note=Ras-related small GTP-binding family protein: curator_summary=The LIP1 gene encodes a small GTPase that influences the light input pathway of the plant circadian network. An MBP:LIP1 fusion protein has GTP hydrolyzing abilities in vitro. In plants, LIP1 seems to play a negative role in regulating circadian period that can be suppressed by light. LIP1 also seems to negatively affect light-pulse-dependent resetting of the clock, especially during the first portion of the subjective evening. LIP1 expression levels are not significantly affected by the circadian clock in seedlings grown under LL conditions. The levels of the YFP:LIP1 protein expressed under the control of the 35S promoter, shows a low amplitude variation, with protein levels peaking near the beginning of subjective night under LL conditions. In hypocotyl epidermal cells of dark and light-grown seedlings, a YFP:LIP1 fusion protein can be seen in the cytoplasm and the nucleus, and does not cluster in nuclear speckles. LIP1 may also be involved in photomorphogenesis. The mRNA is cell-to-cell mobile.: symbol=LIP1: full_name=Light Insensitive Period1: computational_description=Ras-related small GTP-binding family protein: conf_class=2: conf_rating=****: 
g9746.t1	AT5G64770.1	1-2-1 orthogroup	Note=None: curator_summary=Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9).: symbol=RGF9: full_name=root meristem growth factor 9: computational_description=root meristem growth factor: conf_class=2: conf_rating=****: 
g9747.t1	AT5G20260.2	no orthogroup BLAST	Note=None: conf_class=6: computational_description=Exostosin family protein: conf_rating=**: symbol=None: curator_summary=: 
g9748.t1	AT5G64740.1	within orthogroup BLAST	Note=cellulose synthase 6: curator_summary=Encodes a cellulose synthase isomer. CESA6 mutants have cellulose defect in the primary cell wall. Multiple lines of evidence suggest that CESA6, along with CESA1 and CESA3 are present in the same plasma membrane complex for cellulose biosynthesis. CESA2 and CESA5 are related to CESA6, having partially redundant roles.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening. The mRNA is cell-to-cell mobile.: symbol=CESA6: full_name=cellulose synthase 6: computational_description=cellulose synthase 6: conf_class=2: conf_rating=****: 
g9749.t1	AT3G42170.1	1-2-1 orthogroup	Note=BED zinc finger : curator_summary=transposase-like gene with conserved domains from the family of hAT transposases that includes hobo from Drosophila melanogaster, Activator (Ac) from maize, and Tam3 from snapdragon but lacks several amino acids known to be essential for Ac transposition5. The DAYSLEEPER gene lacks 8 bp duplications and TIRs (a common feature of transcriptionally silent hAT transposases), however, DAYSLEEPER expression was detected, and several expressed sequence tags are available. The expression seems to be under the control of factors determining the circadian rhythm. DAYSLEEPER was isolated as a factor binding to a motif (Kubox1) present in the upstream region of the Arabidopsis DNA repair gene Ku70. Mutant plants lacking DAYSLEEPER or strongly overexpressing this gene do not develop in a normal manner.: symbol=DAYSLEEPER: full_name=DAYSLEEPER: computational_description=BED zinc finger and hAT dimerization domain-containing protein DAYSLEEPER: conf_class=1: conf_rating=*****: 
g9750.t1	AT5G64670.1	1-2-1 orthogroup	Note=Ribosomal protein L18e/L15 superfamily protein: conf_class=2: computational_description=Ribosomal protein L18e/L15 superfamily protein: conf_rating=****: symbol=uL15m: curator_summary=None: 
g9751.t1	AT5G64660.1	no orthogroup BLAST	Note=CYS, MET, PRO, and GLY protein 2: symbol=CMPG2: full_name=CYS, MET, PRO, and GLY protein 2: computational_description=CYS, MET, PRO, and GLY protein 2: conf_class=1: conf_rating=*****: curator_summary=None: 
g9752.t1	AT5G64650.1	within orthogroup BLAST	Note=Ribosomal protein L17 family protein: conf_class=2: computational_description=Ribosomal protein L17 family protein: conf_rating=****: symbol=bL17my: curator_summary=None: 
g9753.t1	AT5G64640.1	1-2-1 orthogroup	Note=Plant invertase/pectin methylesterase inhibitor superfamily: conf_class=2: computational_description=Plant invertase/pectin methylesterase inhibitor superfamily: conf_rating=****: symbol=PMEI-PME94: curator_summary=Pectin methylesterase inhibitor INVI-PMEI protein isoform which clustered with a PME.: 
g9754.t1	AT5G64620.1	1-2-1 orthogroup	Note=cell wall / vacuolar inhibitor of fructosidase 2: curator_summary=Plant cell wall (CWI) and vacuolar invertases (VI)  play important roles in carbohydrate metabolism, stress responses  and sugar signaling.: symbol=C/VIF2: full_name=cell wall / vacuolar inhibitor of fructosidase 2: computational_description=cell wall / vacuolar inhibitor of fructosidase 2: conf_class=1: conf_rating=*****: 
